id,image,resize_url,label,score,label_topicality,best_guess_label_score,correct_label,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,couscous,1.369561076,0.550015867,0.31,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,farofa,0.526398301,0.526398301,0.18,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,side dish,0.507285178,0.507285178,0,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,spanish cuisine,0.887899637,0.504166484,0.2,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,vegetarian cuisine,0.953333139,N/A,0.17,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,,0.361400008,N/A,0,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,la quinta inns & suites,0.361400008,N/A,0.07,bisi bele bath,
2,http://storage.googleapis.com/gtpictures/personal_images_raw/bisibela%20bath.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_2.jpg,vegetarianism,0.319299996,N/A,0.11,bisi bele bath,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,dish,0.956068218,0.956068218,0.31,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,food,0.816340029,0.816340029,0.31,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,cuisine,0.679052472,0.679052472,0.25,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,animal source foods,0.564280272,0.564280272,0.29,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,asian food,0.558124602,0.558124602,0.21,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,recipe,0.506175339,0.506175339,0.4,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,middle eastern food,0.506140173,0.506140173,0.29,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,romeritos,1.692212582,N/A,1,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,middle eastern cuisine,0.778876305,N/A,0.32,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,american chinese cuisine,0.72208494,N/A,0.3,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,chinese cuisine,0.607800007,N/A,0.25,brinjal curry,
3,http://storage.googleapis.com/gtpictures/personal_images_raw/brinjal%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_3.jpg,american cuisine,0.562350035,N/A,0.4,brinjal curry,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,dish,0.945500433,0.945500433,0.11,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,salad,0.881798625,0.881798625,0.3,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,food,0.875726819,0.875726819,0.42,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,meal,0.818445981,0.818445981,0.21,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,vegetarian food,0.799055398,0.799055398,1,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,vegetable,0.772019565,0.772019565,0.5,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,cuisine,0.695432723,0.695432723,0.18,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,leaf vegetable,0.643783152,0.643783152,0.41,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,lunch,0.552372992,0.552372992,0.1,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,asian food,0.549279809,0.549279809,0.72,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,fattoush,1.325911283,0.544135928,0.17,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,recipe,0.521559358,0.521559358,0.19,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,vegetarian cuisine,0.911546409,N/A,0.67,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,asian cuisine,0.812013388,N/A,0.36,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,la quinta inns & suites,0.376599997,N/A,0.26,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,,0.376599997,N/A,0,buck wheat flour with tomato arugula and cheese,
4,http://storage.googleapis.com/gtpictures/personal_images_raw/buckwheat_flour_with_tomatotes_arugula_and_cheese.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_4.jpg,vegetarianism,0.3222,N/A,0.71,buck wheat flour with tomato arugula and cheese,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,dish,0.834021866,0.834021866,0.14,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,fried food,0.65449506,0.65449506,1,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,cuisine,0.568530977,0.568530977,0.24,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,indian cuisine,0.875024319,0.562894285,0.25,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,vegetarian food,0.541841149,0.541841149,0.56,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,recipe,0.624353707,0.53111881,0.38,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,side dish,0.511245012,0.511245012,0.42,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,vegetarian cuisine,0.875487208,N/A,0.21,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,food,0.535000026,N/A,0.57,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,frying,0.40259999,N/A,0.38,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,,0.387300015,N/A,0,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,la quinta inns & suites,0.387300015,N/A,0.12,carrot halwa,
5,http://storage.googleapis.com/gtpictures/personal_images_raw/carrot%20halwa.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_5.jpg,vegetarianism,0.337500006,N/A,0.17,carrot halwa,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,dish,0.855094314,0.855094314,0.17,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,stuffing,0.765286386,0.765286386,1,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,food,0.608981669,0.608981669,0.17,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,side dish,0.770949066,0.585401058,0.24,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,cuisine,0.581261218,0.581261218,0.4,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,vegetarian food,0.57678479,0.57678479,0.26,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,fried food,0.572226763,0.572226763,0.22,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,recipe,0.628573716,0.568157136,0.14,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,vegetarian cuisine,0.833809197,N/A,0.31,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,frying,0.41139999,N/A,0.57,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,la quinta inns & suites,0.383899987,N/A,0.19,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,,0.383899987,N/A,0,cauliflower potato and peas curry,
6,http://storage.googleapis.com/gtpictures/personal_images_raw/cauliflower%20potato%20and%20peas%20curry.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_6.jpg,vegetarianism,0.314700007,N/A,0.29,cauliflower potato and peas curry,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,dish,0.966318011,0.966318011,0.13,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,food,0.927845299,0.927845299,0.53,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,cuisine,0.920616627,0.920616627,0.33,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,noodle,0.917077243,0.917077243,0.47,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,soup,0.826666892,0.826666892,0.27,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,asian food,0.772101343,0.772101343,0.76,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,saimin food,0.754361033,0.754361033,1,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,soba,0.746881545,0.746881545,0.27,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,ingredient,0.729338706,0.729338706,0.29,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,chinese noodles,1.075188637,0.707795084,0.46,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,ramen,1.812831163,0.688441396,0.38,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,chinese food,0.678878427,0.678878427,0.61,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,batchoy,0.70117259,0.658560097,0.22,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,udon,0.630101621,0.630101621,0.13,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,noodle soup,0.586689591,0.586689591,0.36,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,lamian,0.660653055,0.556842089,0.47,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,yi mein,0.60994494,0.533041835,0.44,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,tibetan food,0.527545214,0.527545214,0.61,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,curry mee,0.524729848,0.524729848,0.1,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,lomi,0.896175504,0.515745342,0.27,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,thai food,0.513571799,0.513571799,0.7,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,japanese cuisine,0.504396617,0.504396617,0.3,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,saimin,2.186995268,N/A,0.71,chicken black ramen,
7,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20black%20ramen.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_7.jpg,chinese cuisine,0.458850026,N/A,0.31,chicken black ramen,
8,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20pita%20roll%20with%20salad.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_8.jpg,food,0.871170878,0.871170878,0.17,chicken pita roll with salad,
8,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20pita%20roll%20with%20salad.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_8.jpg,dish,0.861437321,0.861437321,0.5,chicken pita roll with salad,
8,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20pita%20roll%20with%20salad.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_8.jpg,cuisine,0.795283973,0.795283973,0.27,chicken pita roll with salad,
8,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20pita%20roll%20with%20salad.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_8.jpg,sandwich,0.685581505,0.634205997,1,chicken pita roll with salad,
8,http://storage.googleapis.com/gtpictures/personal_images_raw/chicken%20pita%20roll%20with%20salad.jpg,https://storage.googleapis.com/gtpictures/images/google_vision_api_image_food_8.jpg,finger food,0.587595463,0.587595463,0.21,chicken pita roll with salad,
